0.5
0.7
0.52
0.46
0.41
0.48
0.45
0.33
0.41
0.42
0.49
0.43
0.39
0.52
0.57
0.59
0.54
0.52
0.49
0.55
0.61
0.65
0.68
0.63
0.59
0.56
0.53
0.53
0.59
0.54
0.63
0.69
0.66
0.64
0.59
0.63
0.66
0.64
0.59
0.66
0.54
0.61
0.68
0.65
0.72
0.76
0.71
0.76
0.78
0.83
0.75
0.73
0.68
0.68
0.62
0.57
0.61
0.55
0.64
0.63
0.68
0.73
0.75
0.79
0.8
0.75
0.77
0.71
0.67
0.64
0.59
0.56
0.54
0.61
0.58
0.55
0.53
0.53
0.47
0.44
0.38
0.33
0.29
0.28
0.26
0.24
0.23
0.23
0.21
0.27
0.24
0.23
0.21
0.21
0.2
0.19
0.26
0.23
0.22
0.22
